target,blocks,na_policy,scaling,n_neighbors,min_dist,min_cluster_size,seed,n_genes,n_features,n_clusters,noise_frac,n_excluded,excluded,mean_f1,best_f1,best_label,n_labels_scored,n_labels_recovered
attention_depth,expression_summary+expression_raw+interactions,median,rank,15,0.25,25,42,3000,26,7,0.12733333333333333,1,attention_depth,0.279851091163172,0.335195530726257,incidental,3,0
attention_depth,expression_raw+published_screens+interactions,median,rank,50,0.0,25,42,3000,34,5,0.012,1,attention_depth,0.2797418633364282,0.335374470089496,incidental,3,0
attention_depth,expression_summary+expression_raw,median,rank,50,0.25,25,42,3000,22,2,0.019,1,attention_depth,0.2795962481365653,0.35823429541595925,incidental,3,0
attention_depth,expression_summary+published_screens,median,rank,15,0.25,60,42,3000,16,4,0.4613333333333333,1,attention_depth,0.27958073107143827,0.34321653189577717,incidental,3,0
attention_depth,expression_raw+published_screens+interactions,median,rank,50,0.25,25,42,3000,34,5,0.07766666666666666,1,attention_depth,0.27954228525029945,0.33299899699097285,incidental,3,0
attention_depth,expression_raw+protein_features,median,rank,50,0.25,25,42,3000,31,2,0.0,1,attention_depth,0.2795348404801818,0.35951134380453753,incidental,3,0
attention_depth,expression_raw,median,rank,15,0.0,25,42,3000,18,4,0.0,1,attention_depth,0.2794993813233111,0.3569967864446392,incidental,3,0
attention_depth,expression_raw+fitness_screens+interactions,median,rank,15,0.0,60,42,3000,30,6,0.024666666666666667,1,attention_depth,0.27946528052761704,0.3369411764705882,incidental,3,0
attention_depth,expression_raw+protein_features,median,rank,50,0.25,60,42,3000,31,2,0.0003333333333333333,1,attention_depth,0.2792810418154315,0.3587952859013531,incidental,3,0
attention_depth,expression_summary+expression_raw+fitness_screens,median,rank,15,0.25,60,42,3000,30,2,0.4116666666666667,1,attention_depth,0.2790959326383584,0.3605276013678554,incidental,3,0
attention_depth,expression_raw+fitness_screens+interactions,median,rank,50,0.0,25,42,3000,30,6,0.028666666666666667,1,attention_depth,0.2789894435601449,0.33524355300859604,incidental,3,0
attention_depth,expression_summary,median,rank,50,0.0,25,42,3000,4,2,0.0,1,attention_depth,0.2787901695540523,0.3571824736550194,incidental,3,0
attention_depth,expression_summary,median,rank,15,0.25,25,42,3000,4,2,0.0,1,attention_depth,0.2787901695540523,0.3571824736550194,incidental,3,0
attention_depth,expression_summary,median,rank,50,0.25,25,42,3000,4,2,0.0,1,attention_depth,0.2786332232840245,0.3569844789356984,incidental,3,0
attention_depth,expression_raw,median,rank,50,0.25,25,42,3000,18,3,0.021333333333333333,1,attention_depth,0.2785855391065067,0.3574766355140187,incidental,3,0
attention_depth,expression_raw,median,rank,15,0.25,25,42,3000,18,4,0.029666666666666668,1,attention_depth,0.27829136001316823,0.356139826710487,incidental,3,0
attention_depth,expression_raw,median,rank,50,0.25,60,42,3000,18,2,0.07733333333333334,1,attention_depth,0.2781951246371841,0.3579669473027751,incidental,3,0
attention_depth,expression_summary+fitness_screens,median,rank,15,0.0,25,42,3000,12,2,0.0,1,attention_depth,0.27792915106436966,0.35609621233066074,incidental,3,0
attention_depth,expression_summary+fitness_screens,median,rank,15,0.25,25,42,3000,12,2,0.0,1,attention_depth,0.2778511408781784,0.3559977888336098,incidental,3,0
