Gene ID	Gene Name or Symbol	Product Description	gene_source_id
TGME49_206490	MCA1	metacaspase MCA1	TGME49_206490
TGME49_206500	N/A	hypothetical protein	TGME49_206500
TGME49_206510	TLN4	toxolysin TLN4	TGME49_206510
TGME49_206520	N/A	hypothetical protein	TGME49_206520
TGME49_206540	N/A	hypothetical protein	TGME49_206540
TGME49_206550	N/A	hypothetical protein	TGME49_206550
TGME49_206560	N/A	EF hand domain-containing protein	TGME49_206560
TGME49_206570	N/A	kinesin, putative	TGME49_206570
TGME49_206580	FRM2	formin FRM2	TGME49_206580
TGME49_206590	CDPK2A	calcium-dependent protein kinase CDPK2A	TGME49_206590
TGME49_206600	N/A	sigma-70, region 3 protein	TGME49_206600
TGME49_206610	PDHE2	pyruvate dehydrogenase complex subunit PDH-E2	TGME49_206610
TGME49_206620	N/A	OST-HTH domain-containing protein	TGME49_206620
TGME49_206630	N/A	hypothetical protein	TGME49_206630
TGME49_206640	N/A	hypothetical protein	TGME49_206640
TGME49_206650	N/A	zinc finger, c2h2 type domain-containing protein	TGME49_206650
TGME49_206660	N/A	hypothetical protein	TGME49_206660
TGME49_206670	N/A	RNA recognition motif-containing protein	TGME49_206670
TGME49_206680	N/A	hypothetical protein	TGME49_206680
TGME49_206690	GAPM2B	glideosome-associated protein with multiple-membrane spans GAPM2B	TGME49_206690
TGME49_206700	N/A	hypothetical protein	TGME49_206700
TGME49_206710	N/A	hypothetical protein	TGME49_206710
TGME49_206910	N/A	hypothetical protein	TGME49_206910
TGME49_207005	SRS48Q	SAG-related sequence SRS48Q	TGME49_207005
TGME49_207010	SRS48K	SAG-related sequence SRS48K	TGME49_207010
TGME49_207015	N/A	SRS domain-containing protein	TGME49_207015
TGME49_207020	N/A	hypothetical protein	TGME49_207020
TGME49_207040	N/A	hypothetical protein	TGME49_207040
TGME49_207050	N/A	hypothetical protein	TGME49_207050
TGME49_207060	N/A	ribonucleoside-diphosphate reductase small subunit	TGME49_207060
TGME49_207065	N/A	hypothetical protein	TGME49_207065
TGME49_207070	N/A	UDP-N-acetylglucosamine transferase subunit ALG14, putative	TGME49_207070
TGME49_207080	MYSTB	histone lysine acetyltransferase MYST-B	TGME49_207080
TGME49_207100	N/A	hypothetical protein	TGME49_207100
TGME49_207120	SLP2	SUN-like protein SLP2	TGME49_207120
TGME49_207130	SAG2Y	SAG-related sequence SRS49A	TGME49_207130
TGME49_207140	SAG2X	SAG-related sequence SRS49B	TGME49_207140
TGME49_207150	SAG2D	SAG-related sequence SRS49C	TGME49_207150
TGME49_207160	SAG2C	SAG-related sequence SRS49D	TGME49_207160
TGME49_207170	QCR12	cytochrome b-c1 complex subunit 12	TGME49_207170
TGME49_207180	N/A	indole-3-glycerol phosphate synthase domain-containing protein	TGME49_207180
TGME49_207200	N/A	hypothetical protein	TGME49_207200
TGME49_207210	N/A	hypothetical protein	TGME49_207210
TGME49_207230	N/A	hypothetical protein	TGME49_207230
TGME49_207240	N/A	hypothetical protein	TGME49_207240
TGME49_207250	N/A	electron-transfer-flavoprotein, alpha polypeptide	TGME49_207250
TGME49_207350	N/A	hypothetical protein	TGME49_207350
TGME49_207365	N/A	tRNA-Ser	TGME49_207365
TGME49_207370	GLP3	golgi localizing protein GLP3	TGME49_207370
TGME49_207380	N/A	tRNA-Ser	TGME49_207380
TGME49_207390	N/A	AP-4 complex subunit mu, putative	TGME49_207390
TGME49_207400	N/A	splicing factor Yju2, putative	TGME49_207400
TGME49_207403	N/A	hypothetical protein	TGME49_207403
TGME49_207420	N/A	hypothetical protein	TGME49_207420
TGME49_207430	N/A	ATP-dependent RNA helicase DDX1, putative	TGME49_207430
TGME49_207440	RPS4	ribosomal protein RPS4	TGME49_207440
TGME49_207450	N/A	RNA-splicing ligase RtcB, putative	TGME49_207450
TGME49_207460	RAB5B	ras-related protein RAB5B	TGME49_207460
TGME49_207590	PPM12	protein phosphatase PPM12	TGME49_207590
TGME49_207600	N/A	tubulin/FtsZ family, GTPase domain-containing protein	TGME49_207600
TGME49_207610	ROP36	rhoptry kinase family protein ROP36 (incomplete catalytic triad)	TGME49_207610
TGME49_207620	N/A	pyridine nucleotide-disulfide oxidoreductase domain-containing protein	TGME49_207620
TGME49_207630	N/A	peptidyl-tRNA hydrolase domain-containing protein	TGME49_207630
TGME49_207640	N/A	isoleucyl-tRNA synthetase family protein	TGME49_207640
TGME49_207650	OTUD1A	OTU domain-containing protein OTUD1A	TGME49_207650
TGME49_207665	N/A	kinesin motor domain-containing protein	TGME49_207665
TGME49_207680	SKP1	suppressor of kinetochore protein 1	TGME49_207680
TGME49_207690	PDCD5	programmed cell death 5 protein	TGME49_207690
TGME49_207700	ROP22	rhoptry kinase family protein ROP22 (incomplete catalytic triad)	TGME49_207700
TGME49_207710	PIS	phosphatidylinositol synthase	TGME49_207710
TGME49_207720	N/A	Nrap domain-containing protein	TGME49_207720
TGME49_207730	N/A	hypothetical protein	TGME49_207730
TGME49_207740	N/A	hypothetical protein	TGME49_207740
TGME49_207750	N/A	glycosyltransferase family 17 protein	TGME49_207750
TGME49_207760	N/A	DnaJ C terminal region domain-containing protein	TGME49_207760
TGME49_207770	N/A	PCI domain-containing protein	TGME49_207770
TGME49_207780	N/A	hypothetical protein	TGME49_207780
TGME49_207790	N/A	enkurin, putative	TGME49_207790
TGME49_207800	N/A	hypothetical protein	TGME49_207800
TGME49_207810	N/A	tRNA-Ser	TGME49_207810
TGME49_207820	MAPK2	mitogen-activated protein kinase MAPK2	TGME49_207820
TGME49_207830	N/A	MORN repeat-containing protein	TGME49_207830
TGME49_207840	RPS17	ribosomal protein RPS17	TGME49_207840
TGME49_207900	TFIIIB	transcription initiation factor TFIIIB	TGME49_207900
TGME49_207910	CAX	calcium/proton exchanger CAX	TGME49_207910
TGME49_207920	N/A	hypothetical protein	TGME49_207920
TGME49_207930	N/A	phosphatidylethanolamine-binding protein	TGME49_207930
TGME49_207940	N/A	ribosomal protein S9, putative	TGME49_207940
TGME49_207950	N/A	hypothetical protein	TGME49_207950
TGME49_207955	N/A	hypothetical protein	TGME49_207955
TGME49_207960	N/A	vacuolar fusion protein CCZ1, putative	TGME49_207960
TGME49_207965	N/A	FAD-dependent oxidoreductase, putative	TGME49_207965
TGME49_207970	N/A	HEAT repeat-containing protein	TGME49_207970
TGME49_207980	N/A	PIG-P protein	TGME49_207980
TGME49_207990	N/A	ribosomal RNA large subunit methyltransferase J protein	TGME49_207990
TGME49_208010	STX19	syntaxin-19	TGME49_208010
TGME49_208020	AP2IB1	AP2 domain transcription factor AP2Ib-1	TGME49_208020
TGME49_208030	MIC4	microneme protein MIC4	TGME49_208030
TGME49_208040	N/A	aldo-keto reductase	TGME49_208040
TGME49_208050	N/A	ABC transporter, putative	TGME49_208050
TGME49_208070	N/A	inositol polyphosphate kinase	TGME49_208070
TGME49_208090	N/A	5-formyltetrahydrofolate cyclo-ligase	TGME49_208090
TGME49_208200	N/A	PHD-finger domain-containing protein	TGME49_208200
TGME49_208300	N/A	hypothetical protein	TGME49_208300
TGME49_208310	N/A	FHA domain-containing protein	TGME49_208310
TGME49_208320	N/A	polynucleotide kinase 3 phosphatase	TGME49_208320
TGME49_208330	N/A	DUF2981 domain-containing protein	TGME49_208330
TGME49_208340	N/A	PH domain-containing protein	TGME49_208340
TGME49_208350	N/A	RNA-binding protein, putative	TGME49_208350
TGME49_208360	N/A	hypothetical protein	TGME49_208360
TGME49_208370	GRA46	dense granule protein GRA46	TGME49_208370
TGME49_208380	N/A	hypothetical protein	TGME49_208380
TGME49_208390	N/A	F-actin-capping protein subunit alpha, putative	TGME49_208390
TGME49_208400	N/A	hypothetical protein	TGME49_208400
TGME49_208410	N/A	transporter, putative	TGME49_208410
TGME49_208420	SLF	signaling linker factor SLF	TGME49_208420
TGME49_208430	N/A	serine proteinase inhibitor PI-2, putative	TGME49_208430
TGME49_208440	N/A	ATP synthase-associated protein	TGME49_208440
TGME49_208450	PI2	protease inhibitor PI2	TGME49_208450
TGME49_208450	PI2	protease inhibitor PI2	TGME49_208450
TGME49_208460	N/A	tRNA-Ala	TGME49_208460
TGME49_208470	N/A	tRNA-Ala	TGME49_208470
TGME49_208480	N/A	tRNA-Ser	TGME49_208480
TGME49_208490	N/A	GTP-binding protein, putative	TGME49_208490
TGME49_208500	PPM4	protein phosphatase PPM4	TGME49_208500
TGME49_208510	N/A	hypothetical protein	TGME49_208510
TGME49_208530	N/A	nicotinate phosphoribosyltransferase	TGME49_208530
TGME49_208540	N/A	DEAD/DEAH box helicase domain-containing protein	TGME49_208540
TGME49_208550	N/A	hypothetical protein	TGME49_208550
TGME49_208560	N/A	carrier superfamily protein	TGME49_208560
TGME49_208570	N/A	ubiquitin conjugating enzyme E2, putative	TGME49_208570
TGME49_208580	N/A	DNA ligase 1, putative	TGME49_208580
TGME49_208590	N/A	vacuolar ATP synthase subunit 54kD, putative	TGME49_208590
TGME49_208710	N/A	DNA/RNA non-specific endonuclease	TGME49_208710
TGME49_208718	N/A	protein tyrosine phosphatase type IVA A, putative	TGME49_208718
TGME49_208722	N/A	hypothetical protein	TGME49_208722
TGME49_208730	MCP4	microneme adhesive repeat protein MCP4	TGME49_208730
TGME49_208740	MCP3	microneme adhesive repeat protein MCP3	TGME49_208740
TGME49_208750	N/A	RWD domain-containing protein	TGME49_208750
TGME49_208760	N/A	hypothetical protein	TGME49_208760
TGME49_208770	N/A	hypothetical protein	TGME49_208770
TGME49_208780	N/A	ubiquitin-conjugating enzyme subfamily protein	TGME49_208780
TGME49_208790	N/A	MC family transporter, putative	TGME49_208790
TGME49_208800	MED18	mediator complex subunit MED18	TGME49_208800
TGME49_208810	N/A	peptidyl-prolyl cis-trans isomerase, putative	TGME49_208810
TGME49_208820	N/A	1-deoxy-D-xylulose-5-phosphate synthase	TGME49_208820
TGME49_208830	GRA16	dense granule protein GRA16	TGME49_208830
TGME49_208842	N/A	DEAD/DEAH box helicase domain-containing protein	TGME49_208842
TGME49_208850	SAG2B	SAG-related sequence SRS11	TGME49_208850
TGME49_208910	N/A	hypothetical protein	TGME49_208910
TGME49_208970	N/A	RNA recognition motif-containing protein	TGME49_208970
TGME49_208980	N/A	hypothetical protein	TGME49_208980
TGME49_208990	N/A	hypothetical protein	TGME49_208990
TGME49_209000	N/A	HECT-domain (ubiquitin-transferase) domain-containing protein	TGME49_209000
TGME49_209005	N/A	hypothetical protein	TGME49_209005
TGME49_209010	N/A	elongation factor TS protein	TGME49_209010
TGME49_209020	N/A	hypothetical protein	TGME49_209020
TGME49_209030	ACT1	actin ACT1	TGME49_209030
TGME49_209050	TKL5	Tyrosine kinase-like (TKL) protein	TGME49_209050
TGME49_209060	N/A	thrombospondin type 1 domain-containing protein	TGME49_209060
TGME49_209070	N/A	hypothetical protein	TGME49_209070
TGME49_209080	N/A	transport protein particle (trapp) component, bet3 protein	TGME49_209080
TGME49_209090	N/A	proteasome maturation factor ump1 protein	TGME49_209090
TGME49_209095	N/A	hypothetical protein	TGME49_209095
TGME49_209100	N/A	PUB domain-containing protein	TGME49_209100
TGME49_209108	N/A	mRNA-decapping enzyme subunit 1, putative	TGME49_209108
TGME49_209120	N/A	PAT complex subunit Asterix, putative	TGME49_209120
TGME49_209130	N/A	regulator of chromosome condensation (RCC1) repeat-containing protein	TGME49_209130
TGME49_209140	N/A	anti-silencing protein, ASF1 family protein	TGME49_209140
TGME49_209150	NDH2-I	non-proton pumping type-II NADH dehydrogenase I	TGME49_209150
TGME49_209160	NMT	myristoyl CoA:protein N-myristoyltransferase	TGME49_209160
TGME49_209170	N/A	hypothetical protein	TGME49_209170
TGME49_209180	N/A	PAN domain-containing protein	TGME49_209180
TGME49_209190	N/A	ABC transporter transmembrane region domain-containing protein	TGME49_209190
TGME49_209200	N/A	hypothetical protein	TGME49_209200
TGME49_209210	N/A	KH domain-containing protein	TGME49_209210
TGME49_209230	N/A	tRNA-Phe	TGME49_209230
TGME49_209240	N/A	RNA methyltransferase	TGME49_209240
TGME49_209250	N/A	hypothetical protein	TGME49_209250
TGME49_209260	COX5b	cytochrome c oxidase subunit COX5b	TGME49_209260
TGME49_209270	N/A	zinc finger (CCCH type) motif-containing protein	TGME49_209270
TGME49_209280	N/A	FAM76 domain-containing protein	TGME49_209280
TGME49_209290	RPS28	ribosomal protein RPS28	TGME49_209290
TGME49_209300	N/A	WD domain, G-beta repeat-containing protein	TGME49_209300
TGME49_209420	N/A	hypothetical protein	TGME49_209420
TGME49_209430	N/A	40S ribosomal protein S4, putative	TGME49_209430
TGME49_209440	N/A	hypothetical protein	TGME49_209440
TGME49_209450	N/A	TLD protein	TGME49_209450
TGME49_209460	N/A	hypothetical protein	TGME49_209460
TGME49_209470	N/A	hypothetical protein	TGME49_209470
TGME49_209490	N/A	hypothetical protein	TGME49_209490
TGME49_209500	N/A	hypothetical protein	TGME49_209500
TGME49_209510	N/A	hypothetical protein	TGME49_209510
TGME49_209515	N/A	hypothetical protein	TGME49_209515
TGME49_209520	N/A	WD domain, G-beta repeat-containing protein	TGME49_209520
TGME49_209530	N/A	hypothetical protein	TGME49_209530
TGME49_209540	N/A	hypothetical protein	TGME49_209540
TGME49_209550	N/A	hypothetical protein	TGME49_209550
TGME49_209560	N/A	hypothetical protein	TGME49_209560
TGME49_209570	XPMC2	suppressor of mitotic defects protein	TGME49_209570
TGME49_209580	N/A	RNA methylase family UPF0020 protein	TGME49_209580
TGME49_209583	N/A	hypothetical protein	TGME49_209583
TGME49_209585	N/A	hypothetical protein	TGME49_209585
TGME49_209590	N/A	hypothetical protein	TGME49_209590
TGME49_209600	N/A	hypothetical protein	TGME49_209600
TGME49_209610	OWP2	oocyst wall protein OWP2	TGME49_209610
TGME49_209620	ASP4	aspartyl protease ASP4	TGME49_209620
TGME49_209630	N/A	coiled-coil domain-containing protein	TGME49_209630
TGME49_209640	N/A	hypothetical protein	TGME49_209640
TGME49_209650	N/A	telomerase reverse transcriptase, putative	TGME49_209650
TGME49_209680	N/A	hypothetical protein	TGME49_209680
TGME49_209690	N/A	small nuclear ribonucleoprotein	TGME49_209690
TGME49_209700	N/A	hypothetical protein	TGME49_209700
TGME49_209705	N/A	hypothetical protein	TGME49_209705
TGME49_209710	RPl28	ribosomal protein RPL28	TGME49_209710
TGME49_209720	N/A	DUF4149 domain-containing protein	TGME49_209720
TGME49_209730	N/A	hypothetical protein	TGME49_209730
TGME49_209740	N/A	hypothetical protein	TGME49_209740
TGME49_209755	MAG2	cyst matrix protein MAG2	TGME49_209755
TGME49_209770	N/A	helicase, putative	TGME49_209770
TGME49_209780	N/A	hypothetical protein	TGME49_209780
TGME49_209790	N/A	radical SAM domain-containing protein	TGME49_209790
TGME49_209800	FNT1	formate/nitrite transporter FNT1	TGME49_209800
TGME49_209810	N/A	hypothetical protein	TGME49_209810
TGME49_209820	STX1	syntaxin 1	TGME49_209820
TGME49_209830	LLRC45	leucine-rich repeat-containing protein LRRC45, putative	TGME49_209830
TGME49_209850	N/A	RNA recognition motif-containing protein	TGME49_209850
TGME49_209860	N/A	SRP40, C-terminal domain-containing protein	TGME49_209860
TGME49_209870	N/A	HAD hydrolase, family IIA protein	TGME49_209870
TGME49_209890	ICAP4	hypothetical protein	TGME49_209890
TGME49_209900	N/A	hypothetical protein	TGME49_209900
TGME49_209910	N/A	histone H2Bv	TGME49_209910
TGME49_209920	N/A	PAN domain-containing protein	TGME49_209920
TGME49_209930	N/A	hypothetical protein	TGME49_209930
TGME49_209940	N/A	transporter/permease protein	TGME49_209940
TGME49_209945	N/A	hypothetical protein	TGME49_209945
TGME49_209950	N/A	thioredoxin, putative	TGME49_209950
TGME49_209960	N/A	glycosyltransferase	TGME49_209960
TGME49_209970	N/A	Spc97 / Spc98 family protein	TGME49_209970
TGME49_209985	ROP42	rhoptry protein ROP42	TGME49_209985
TGME49_210095	ROP43	rhoptry protein ROP43	TGME49_210095
TGME49_210100	N/A	hypothetical protein	TGME49_210100
TGME49_210210	N/A	hypothetical protein	TGME49_210210
TGME49_210230	N/A	pseudouridine synthase, putative	TGME49_210230
TGME49_210255	TOM7	mitochondrial import receptor subunit TOM7	TGME49_210255
TGME49_210260	N/A	NAD-dependent glycerol-3-phosphate dehydrogenase	TGME49_210260
TGME49_210270	N/A	hypothetical protein	TGME49_210270
TGME49_210280	ARK1	aurora-related kinase ARK1	TGME49_210280
TGME49_210300	N/A	zinc finger protein, putative	TGME49_210300
TGME49_210310	N/A	hypothetical protein	TGME49_210310
TGME49_210320	SRS37A	SAG-related sequence SRS37A	TGME49_210320
TGME49_210330	SRS37B	SAG-related sequence SRS37B	TGME49_210330
TGME49_210345	N/A	hypothetical protein	TGME49_210345
TGME49_210360	N/A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 family protein	TGME49_210360
TGME49_210370	ROP54	rhoptry protein ROP54	TGME49_210370
TGME49_210380	N/A	transmembrane protein 184, putative	TGME49_210380
TGME49_210390	N/A	WD domain, G-beta repeat-containing protein	TGME49_210390
TGME49_210400	N/A	hypothetical protein	TGME49_210400
TGME49_210408	N/A	HMG (high mobility group) box domain-containing protein	TGME49_210408
TGME49_210412	N/A	hypothetical protein	TGME49_210412
TGME49_210420	N/A	hypothetical protein	TGME49_210420
TGME49_210430	N/A	DnaJ domain-containing protein	TGME49_210430
TGME49_210440	N/A	polynucleotide adenylyltransferase	TGME49_210440
TGME49_210450	N/A	hypothetical protein	TGME49_210450
TGME49_210490	N/A	hypothetical protein	TGME49_210490
TGME49_210600	N/A	KRUF family protein	TGME49_210600
TGME49_210678	OTUD1D	OTU domain-containing protein OTUD1D	TGME49_210678
TGME49_210682	N/A	hypothetical protein	TGME49_210682
TGME49_210690	RPS6	ribosomal protein RPS6	TGME49_210690
TGME49_210700	N/A	VPS13 domain-containing protein	TGME49_210700
TGME49_210715	N/A	hypothetical protein	TGME49_210715
TGME49_210730	ClpY	ATP-dependent protease ATPase subunit ClpY, putative	TGME49_210730
TGME49_210740	N/A	hypothetical protein	TGME49_210740
TGME49_210750	N/A	Ferredoxin-fold anticodon binding domain-containing protein	TGME49_210750
TGME49_210760	N/A	glutamine amidotransferase-related, putative	TGME49_210760
TGME49_210770	N/A	hypothetical protein	TGME49_210770
TGME49_210778	N/A	hemimethylated DNA binding domain-containing protein	TGME49_210778
TGME49_210781	N/A	ubiquitin carboxyl-terminal hydrolase	TGME49_210781
TGME49_210783	N/A	hypothetical protein	TGME49_210783
TGME49_210787	N/A	Erv1 / Alr family protein	TGME49_210787
TGME49_210790	DHODH	dihydroorotate dehydrogenase	TGME49_210790
TGME49_210800	N/A	activator of hsp90 ATPase, putative	TGME49_210800
TGME49_210810	CAP1	conoid associated protein CAP1	TGME49_210810
TGME49_210815	N/A	hypothetical protein	TGME49_210815
TGME49_210820	N/A	transporter, putative	TGME49_210820
TGME49_210830	N/A	RIO1 family protein	TGME49_210830
TGME49_210840	N/A	arginyl-tRNA synthetase family protein	TGME49_210840
TGME49_210950	N/A	oocyst wall protein	TGME49_210950
TGME49_210960	N/A	replication factor C subunit 4, putative	TGME49_210960
TGME49_210970	N/A	hypothetical protein	TGME49_210970
TGME49_210975	N/A	hypothetical protein	TGME49_210975
TGME49_210980	N/A	alternative splicing type 3 and, putative	TGME49_210980
TGME49_211010	N/A	SANT/Myb domain-containing protein	TGME49_211010
TGME49_211020	PABPN	polyadenylate-binding protein PABPN	TGME49_211020
TGME49_211030	N/A	hypothetical protein	TGME49_211030
TGME49_211040	N/A	Sec61beta family protein	TGME49_211040
TGME49_211050	N/A	ATPase, AAA family protein	TGME49_211050
TGME49_211060	N/A	hypothetical protein	TGME49_211060
TGME49_211080	N/A	hypothetical protein	TGME49_211080
TGME49_211090	N/A	aminotransferase, class V superfamily protein	TGME49_211090
