Gene ID	Fold Change (Avg)	Avg Ref
TGME49_213635	-2.1	0.34
TGME49_213650	-1.4	43.93
TGME49_213660	-26.7	323.61
TGME49_213670	1.1	70.33
TGME49_213680	1.1	28.58
TGME49_213690	1.4	103.74
TGME49_213700	10.3	0.86
TGME49_213710	-1.1	40.91
TGME49_213720	2.4	7.66
TGME49_213730	-2	85.77
TGME49_213740	1.9	12.44
TGME49_213746	1.9	26
TGME49_213748	2.8	5.44
TGME49_213752	-2.3	26.92
TGME49_213760	1	0.07
TGME49_213770	-1.1	34.64
TGME49_213780	1.1	22.23
TGME49_213790	-1.9	35.1
TGME49_213800	-4.7	359.95
TGME49_213810	-2.1	69.09
TGME49_213820	-33.2	98.81
TGME49_213830	1.1	156.01
TGME49_213840	26.9	0.15
TGME49_213850	237.3	0.78
TGME49_213860	53.2	0.04
TGME49_213870	-1.3	63.77
TGME49_213880	-1.1	27.79
TGME49_213890	-1.3	17.46
TGME49_213900	-1.1	72.31
TGME49_213910	-2.4	95.38
TGME49_213920	-3.9	72.26
TGME49_213930	1	28.84
TGME49_213940	1.2	773.03
TGME49_213950	-1.8	41.26
TGME49_213970	-1.2	53.95
TGME49_214070	12.2	1.1
TGME49_214080	1.5	1300.46
TGME49_214090	-4.2	127.85
TGME49_214100	-4.3	145.81
TGME49_214110	-1.4	49.33
TGME49_214115	-3.5	6.88
TGME49_214120	-1.4	9.85
TGME49_214130	-2.1	23.35
TGME49_214140	-3.6	72.17
TGME49_214150	-1.2	114.62
TGME49_214160	1	1.55
TGME49_214170	1.1	34.78
TGME49_214180	-1.8	123.42
TGME49_214190	1956.5	0.42
TGME49_214200	1.3	28.62
TGME49_214210	-1	163.12
TGME49_214220	-9.9	2835.15
TGME49_214230	-2	12.53
TGME49_214240	-1.2	15.28
TGME49_214250	1.4	486.67
TGME49_214260	-1.9	63.24
TGME49_214270	1.4	137.4
TGME49_214280	1.3	17.24
TGME49_214290	-1	411.78
TGME49_214295	1	0.48
TGME49_214300	-3.7	51.76
TGME49_214310	1.3	33.21
TGME49_214320	1.8	434.25
TGME49_214330	1.4	34.31
TGME49_214340	-1	63.49
TGME49_214350	1.8	222.07
TGME49_214370	1.1	26.18
TGME49_214385	-3.7	10.09
TGME49_214400	-17.4	119.3
TGME49_214410	-12.2	47.39
TGME49_214420	6.6	0.88
TGME49_214430	18.4	4.23
TGME49_214440	-6.7	316.7
TGME49_214470	-1.5	32.15
TGME49_214480	-1.2	106.91
TGME49_214490	1.8	23.57
TGME49_214500	-1.3	68.95
TGME49_214510	223.2	0.75
TGME49_214520	-2	25.36
TGME49_214530	-1	27.81
TGME49_214540	-2.6	126.23
TGME49_214560	-1.3	57.21
TGME49_214570	1.1	0
TGME49_214575	-228.3	69.37
TGME49_214580	57.2	2.08
TGME49_214590	-1.5	97.73
TGME49_214600	-1.3	13.83
TGME49_214610	-1.7	14.95
TGME49_214620	-1.3	46.04
TGME49_214630	-2.3	19.04
TGME49_214740	-1.5	9.58
TGME49_214750	-1	55.48
TGME49_214760	6.2	8.67
TGME49_214770	-1.2	370.52
TGME49_214780	-1	54.97
TGME49_214783	1	0
TGME49_214787	1	0
TGME49_214790	1.7	388.08
TGME49_214800	4.5	10.85
TGME49_214810	-1.6	36.36
TGME49_214820	-1.1	56.06
TGME49_214830	1.3	13.7
TGME49_214835	5	0.77
TGME49_214840	-4.7	171.05
TGME49_214850	1.3	16.19
TGME49_214860	1	0
TGME49_214870	1	26.54
TGME49_214880	-17.9	229.14
TGME49_214900	1	24.63
TGME49_214910	1.6	8.19
TGME49_214920	1.2	14.41
TGME49_214930	1.7	56.76
TGME49_214940	-478.6	2384.63
TGME49_214950	-1.2	349.64
TGME49_214960	-2.5	11.06
TGME49_214970	-2.9	188.84
TGME49_214980	-1.9	66.96
TGME49_214990	1.3	6.41
TGME49_215010	-4.6	75.5
TGME49_215020	1.2	17.15
TGME49_215030	-1.4	22.49
TGME49_215040	-1.9	39.53
TGME49_215055	1.1	0.73
TGME49_215060	1.2	163.27
TGME49_215070	-1.5	101.04
TGME49_215080	-1.5	10.91
TGME49_215090	-1.5	73.12
TGME49_215100	-1.4	9.65
TGME49_215130	-1.2	109.72
TGME49_215140	-2.5	0.81
TGME49_215150	-6.5	226.65
TGME49_215160	-2.1	205.29
TGME49_215165	1	0.05
TGME49_215170	-2	126.83
TGME49_215210	-1.8	36.18
TGME49_215220	-748.5	669.68
TGME49_215230	-1.5	64.24
TGME49_215250	-1.6	26.72
TGME49_215260	1.6	41.14
TGME49_215270	1	0
TGME49_215280	1.2	159.99
TGME49_215290	2.4	77.15
TGME49_215300	-1.1	39.19
TGME49_215320	37.1	0.06
TGME49_215328	103.6	0.07
TGME49_215347	2	7.3
TGME49_215350	1	403.38
TGME49_215360	-210.6	44.94
TGME49_215370	-1.3	30.63
TGME49_215380	1	26.62
TGME49_215385	1.5	0
TGME49_215390	4.4	152.63
TGME49_215400	1.8	57.43
TGME49_215410	231	0.07
TGME49_215420	-1.8	89.99
TGME49_215430	1.3	195.3
TGME49_215440	-8.9	56.27
TGME49_215450	-6.4	133.91
TGME49_215460	3	1436.66
TGME49_215470	2.3	1596.23
TGME49_215480	-1.6	47.48
TGME49_215490	1	321.71
TGME49_215500	10.4	9.49
TGME49_215510	-2.9	71.39
TGME49_215520	-128	116.62
TGME49_215530	-1217.6	2543.43
TGME49_215540	-12.7	7.61
TGME49_215550	-2.7	27.54
TGME49_215560	-1.1	22.23
TGME49_215570	-2.6	16.88
TGME49_215590	1.3	152.59
TGME49_215600	1.1	38.59
TGME49_215610	-1.6	155.79
TGME49_215620	-1.1	5.82
TGME49_215640	-5.3	35.08
TGME49_215650	1	0
TGME49_215660	-1.3	37.74
TGME49_215670	74.7	0
TGME49_215680	4.7	8.91
TGME49_215690	-1.4	16.23
TGME49_215700	-1.4	7.6
TGME49_215710	-1.6	34.35
TGME49_215730	-1.4	61.23
TGME49_215740	-1.2	38.59
TGME49_215750	1.3	11.37
TGME49_215775	-5.6	1020.16
TGME49_215785	-213.7	104.54
TGME49_215885	1.4	0.25
TGME49_215890	-1.2	33.69
TGME49_215895	1.7	3.43
TGME49_215900	38.4	0.02
TGME49_215910	-9.1	70.93
TGME49_215920	-1.1	38.46
TGME49_215930	1.1	21.35
TGME49_215940	-1.8	66.2
TGME49_215950	-1.9	29.1
TGME49_215955	-5.5	7.59
TGME49_215960	-1.3	3.09
TGME49_215970	-117.3	56.35
TGME49_215980	-2554.4	2008.06
TGME49_215990	-2.6	20.13
TGME49_216000	-5.2	756.39
TGME49_216010	-1.1	45.48
TGME49_216020	-1.2	45.13
TGME49_216030	-1.1	12.4
TGME49_216040	-1.1	66.7
TGME49_216050	1.1	34.12
TGME49_216053	49.8	0.29
TGME49_216055	-1.6	93.83
TGME49_216060	-3.1	81.28
TGME49_216070	-1.7	16.23
TGME49_216080	-3	220.34
TGME49_216090	1	0.19
TGME49_216120	1.3	68.97
TGME49_216130	-1.3	148.65
TGME49_216140	-15.7	319.37
TGME49_216150	143.7	0.85
TGME49_216155	189.9	0.05
TGME49_216160	-2.3	0.64
TGME49_216170	-1.7	40.9
TGME49_216180	-1.7	649.09
TGME49_216190	3.2	6.97
TGME49_216200	1	0.09
TGME49_216210	1.3	6.88
TGME49_216220	-1.7	51.02
TGME49_216240	-2	49.73
TGME49_216250	-1.1	14.58
TGME49_216260	-1.1	65.45
TGME49_216270	-1.4	33.09
TGME49_216275	1.2	26.61
TGME49_216280	7.6	1.89
TGME49_216285	19	1.13
TGME49_216290	20.1	0.03
TGME49_216335	5.7	0.52
TGME49_216370	-1.2	23.24
TGME49_216375	-1.1	24.3
TGME49_216380	-1.5	23.34
TGME49_216390	1	34.9
TGME49_216400	1.1	0.14
TGME49_216410	1.2	53.13
TGME49_216415	1.4	39.62
TGME49_216420	1	0.22
TGME49_216430	-2	24.24
TGME49_216435	-1.3	62.01
TGME49_216440	2.5	21.32
TGME49_216450	-1.2	280.99
TGME49_216460	-6.7	105.73
TGME49_216470	1	19.48
TGME49_216480	1.6	27.51
TGME49_216490	1.9	26.5
TGME49_216500	-2	15.59
TGME49_216510	1.1	37.17
TGME49_216530	-1.5	23.92
TGME49_216540	-1.5	25.3
TGME49_216560	-1.3	42.21
TGME49_216580	-1.5	23.85
TGME49_216585	1	0.08
TGME49_216590	-1.1	66.87
TGME49_216600	-1.6	55.73
TGME49_216610	300.4	0.42
TGME49_216620	-7.3	38.78
TGME49_216630	-1.2	27.27
TGME49_216640	3.1	23.86
TGME49_216650	-2.6	392.4
TGME49_216660	2.2	22.64
TGME49_216670	1.4	109.03
TGME49_216680	-1.4	66.99
TGME49_216700	-2.2	42.01
TGME49_216710	-240.2	29.43
TGME49_216720	-17.6	320.46
TGME49_216730	-3.2	98.59
TGME49_216740	-1.3	12.2
TGME49_216750	-1.5	76.66
TGME49_216760	-1.2	20.23
TGME49_216770	-79.2	216.64
TGME49_216780	-2.4	36.9
TGME49_216785	2.9	25.08
TGME49_216790	2.1	67.7
TGME49_216800	-2.6	97.85
TGME49_216810	-4.2	191.44
TGME49_216820	-2.8	255.17
TGME49_216830	1.1	15.93
TGME49_216840	-1.2	7.97
TGME49_216850	-1.3	35.05
TGME49_216860	1.1	862.11
TGME49_216870	-1.1	28.17
TGME49_216875	1	0.14
TGME49_216880	2	1571.22
TGME49_216890	-1.7	39.85
TGME49_216900	-1.1	106.41
TGME49_216910	-1.6	114.83
TGME49_216920	1.1	61.32
TGME49_216930	1.6	107.88
TGME49_216940	1.2	0.18
TGME49_216950	-1.4	26.1
TGME49_216960	-1.6	39.55
TGME49_216965	54.8	0.13
TGME49_216970	-3.2	229.89
TGME49_216980	-1.1	37.06
TGME49_216990	-1.1	10.22
TGME49_217000	-1	35.75
TGME49_217010	-1.1	35.44
TGME49_217020	1.5	28.91
TGME49_217030	-1.2	54.99
TGME49_217040	-1.6	0.63
TGME49_217050	-1.7	53.76
TGME49_217160	-1.6	14.36
TGME49_217220	-1.7	68.07
TGME49_217340	-2	35.68
TGME49_217350	-1.3	27.17
TGME49_217360	-4.8	15.51
TGME49_217370	86.1	0.06
TGME49_217380	90.6	0.02
TGME49_217390	342.7	0.02
TGME49_217400	3.9	7.5
TGME49_217410	37.2	1.35
TGME49_217420	154.7	0.38
TGME49_217430	1.3	37.64
TGME49_217440	-1.4	58.67
TGME49_217450	1.2	70.82
TGME49_217460	2	128.66
TGME49_217470	-1.1	7.54
TGME49_217480	1	24.75
TGME49_217490	-9.5	9.74
TGME49_217500	1	90.35
TGME49_217510	-4.4	673.32
TGME49_217520	-96.5	299.05
TGME49_217530	-84.1	115.04
TGME49_217540	-1.3	319.17
TGME49_217550	-1.3	357.05
TGME49_217555	-2	451.07
TGME49_217560	1.4	134.84
TGME49_217570	2.6	1899.76
TGME49_217580	-1.3	61.78
TGME49_217590	-1.3	14.87
TGME49_217600	-3	68.34
TGME49_217610	8.6	2.82
TGME49_217620	1.1	19.21
TGME49_217630	116	0.04
TGME49_217640	-1.3	72.79
TGME49_217650	47.9	0.02
TGME49_217660	1.2	20.48
TGME49_217665	-1.6	55.2
TGME49_217670	1	21.09
TGME49_217680	-6	128.25
TGME49_217688	-4	25.02
TGME49_217692	1.2	11.69
TGME49_217700	-2.2	21.35
TGME49_217710	569.7	0.04
TGME49_217720	11.9	10.87
TGME49_217722	1	0
TGME49_217724	2.5	0.79
TGME49_217726	-1	31.09
TGME49_217728	3.3	7.56
TGME49_217730	-1.8	22.83
TGME49_217740	-2.1	136.47
TGME49_217760	-2.2	40.56
TGME49_217770	-1.5	26.22
TGME49_217780	1.9	22.83
TGME49_217790	-1.3	7.04
TGME49_217800	12.5	0.34
TGME49_217810	1	0
TGME49_217820	-1	286.21
TGME49_217830	-2.9	33.28
TGME49_217850	1.2	23.11
TGME49_217855	1	0.11
TGME49_217860	118.3	0.1
TGME49_217870	-1.7	70.7
TGME49_217875	4.6	48.28
TGME49_217880	1.8	50.03
TGME49_217890	1.7	832.64
TGME49_217900	-1.5	89.22
TGME49_217910	-1.9	62.45
TGME49_217940	25.1	0.47
TGME49_217951	1	0.28
TGME49_217961	20.9	0.32
TGME49_218000	1.4	6.74
TGME49_218070	-1.2	27.67
TGME49_218130	3.5	0.7
TGME49_218200	3.2	31.63
TGME49_218210	28.4	1.1
TGME49_218215	1193.9	0.11
TGME49_218220	-2	67.42
TGME49_218230	-1.3	37.05
TGME49_218240	-5.6	116.75
TGME49_218250	1.1	74.85
TGME49_218260	-3.8	1365
TGME49_218270	-6.7	248.12
TGME49_218280	1.4	138.28
TGME49_218290	157.6	0.08
TGME49_218300	-1.2	57.88
TGME49_218350	1	0
TGME49_218358	1.9	34.94
TGME49_218362	1	31.38
TGME49_218400	3.4	2.58
TGME49_218410	2	976.82
TGME49_218420	-1.4	110.21
TGME49_218450	1.6	0.06
TGME49_218460	1	0
TGME49_218470	203.9	0.59
TGME49_218490	-1.2	7.41
TGME49_218500	8.7	0.5
TGME49_218510	-2.5	0.89
TGME49_218520	-389.2	1370.33
TGME49_218530	1.1	201.04
TGME49_218540	1.7	120.38
TGME49_218550	-8.4	193.58
TGME49_218560	-1.1	49.39
TGME49_218570	-1.2	55.92
TGME49_218580	1.2	8.01
TGME49_218590	-1	53.92
TGME49_218600	1.6	27.47
TGME49_218610	1.4	20.7
TGME49_218720	-11	54.38
TGME49_218730	-3.3	106.54
TGME49_218740	-359	124.14
TGME49_218750	-6.4	0.34
TGME49_218760	-1.7	84.81
TGME49_218770	-1.1	7.03
TGME49_218780	-2.3	276.3
TGME49_218790	-2	29.03
TGME49_218800	-1.9	19.61
TGME49_218810	-1.5	73.79
TGME49_218820	1.3	853.32
TGME49_218830	-1.8	28.96
TGME49_218840	-2.5	19.3
TGME49_218850	-1.3	74.54
TGME49_218860	1.7	0.09
TGME49_218870	-2.1	33.81
TGME49_218880	-4.2	177.69
TGME49_218890	12.6	0.9
TGME49_218900	129.5	0.01
TGME49_218910	2.5	18.34
TGME49_218920	-1.3	309.72
TGME49_218930	1.7	21.37
TGME49_218940	1.1	142.83
TGME49_218950	1.5	10.7
TGME49_218955	-28.4	100.73
TGME49_218960	-16.9	107.41
TGME49_219070	-11	42.07
TGME49_219080	-1	62.27
TGME49_219090	1	0.08
TGME49_219100	1.5	51.78
TGME49_219110	1	0.04
TGME49_219120	-9	120.13
TGME49_219130	-1.1	53.16
TGME49_219140	3	315.34
TGME49_219150	1.1	49.88
TGME49_219160	7.4	0.24
TGME49_219170	-4.3	107.92
TGME49_219180	-2.3	22.82
TGME49_219190	-1.3	93.64
TGME49_219200	1.3	46.44
TGME49_219210	1.3	34.54
TGME49_219230	-2.7	65.28
TGME49_219240	1.4	48.41
TGME49_219250	-1.6	70.03
TGME49_219260	-2.5	24.41
TGME49_219270	-2.4	1187.7
TGME49_219280	-1.3	123.59
TGME49_219290	-1.8	57.44
TGME49_219300	1	32.56
TGME49_219310	1.2	244.79
TGME49_219320	-2.3	874.49
TGME49_219348	97.3	0.04
TGME49_219370	80.8	2.95
TGME49_219430	-1.6	16.81
TGME49_219440	-1	19.13
TGME49_219450	18	0.09
TGME49_219460	-1.2	11.72
TGME49_219485	-3.2	20.34
TGME49_219500	-6.3	66.51
TGME49_219510	-1.6	56.64
TGME49_219520	1.3	250.98
TGME49_219530	-1.6	55.83
TGME49_219540	-2.4	216.04
TGME49_219550	1.3	156.79
TGME49_219570	-1.9	4.24
TGME49_219590	-1.1	94.47
TGME49_219600	-3.4	38.6
TGME49_219610	12.1	2.44
TGME49_219620	-1.1	27.9
TGME49_219630	-4.4	54.44
TGME49_219640	2.5	11.05
TGME49_219650	36.8	0.27
TGME49_219660	162.2	0.11
TGME49_219670	-1.9	0.3
TGME49_219678	-1.7	11.21
TGME49_219682	-2.2	42.61
TGME49_219690	-1.6	896.58
TGME49_219700	-2.1	130.59
TGME49_219710	-1.3	23.86
TGME49_219720	-1.1	90.23
TGME49_219730	-118.3	263.78
TGME49_219738	1.4	7.75
TGME49_219742	50.9	0.49
TGME49_219750	2.6	726.13
TGME49_219760	1.1	66.63
TGME49_219770	1.1	27.8
TGME49_219780	1	0
TGME49_219790	-1	50.08
TGME49_219800	-1	182.13
TGME49_219810	-7.5	207.11
TGME49_219820	-1.1	131.61
TGME49_219828	47.6	21.25
TGME49_219840	1	0.1
TGME49_219850	1.1	234.19
TGME49_219860	-2.8	205.54
TGME49_220025	1.9	0.02
TGME49_220060	1	0
TGME49_220070	-24.1	4.35
TGME49_220080	12.9	11.63
TGME49_220090	1.5	65.51
TGME49_220100	2.4	76.7
TGME49_220110	1.5	5.55
TGME49_220120	-2.2	38.65
TGME49_220132	-1.1	2.09
TGME49_220140	-1.2	37.74
TGME49_220145	1	0
TGME49_220150	-1.1	56.99
TGME49_220160	-1.6	23.65
TGME49_220170	-1.3	33.75
TGME49_220175	-2.1	11.61
TGME49_220180	-1.4	11.35
TGME49_220190	-1.3	13.91
TGME49_220200	1.2	32.98
TGME49_220208	-1.2	6.87
TGME49_220212	1.2	16.09
TGME49_220230	-1.2	18.42
TGME49_220240	-817.4	266.7
TGME49_220250	2	75.86
TGME49_220260	-1.2	21.85
TGME49_220270	-4.6	439.43
TGME49_220280	-24.7	4.11
TGME49_220290	-2.3	3
TGME49_220300	-1.4	14.02
TGME49_220310	1.4	0.04
TGME49_220320	-2.2	32.27
TGME49_220330	3.1	17.45
TGME49_220340	105.4	0.15
TGME49_220350	-2.8	33.86
TGME49_220360	-2	26.12
TGME49_220370	-13.5	27.5
TGME49_220380	-3.1	30.41
TGME49_220390	-1.9	169.14
TGME49_220400	1.2	2762.66
TGME49_220420	-2.3	4.28
TGME49_220430	-1.6	18.64
TGME49_220440	-1.3	29.43
TGME49_220450	-1.3	11.87
TGME49_220460	1.4	37.71
TGME49_220470	-1.8	42.14
TGME49_220480	-1.5	8.46
TGME49_220490	1.6	27.24
TGME49_220500	-1.6	234.2
TGME49_220510	-3	42.44
TGME49_220520	-20.5	34.33
TGME49_220525	-22.6	63.62
TGME49_220530	-20.1	83.29
TGME49_220540	-3.4	27.36
TGME49_220560	-4.2	2.41
TGME49_220570	-1.5	50.41
TGME49_220585	16.3	0.17
TGME49_220600	1.3	80.43
TGME49_220610	-1.2	41.88
TGME49_220630	-62.1	120.1
TGME49_220640	-40.2	64.86
TGME49_220650	-2	1.2
TGME49_220720	-5.5	16.92
TGME49_220730	1	0
TGME49_220740	-6.7	9.89
TGME49_220840	90	0.15
TGME49_220850	1	0.2
TGME49_220860	-1	72.54
TGME49_220870	2.6	31.97
TGME49_220880	-1.6	75.3
TGME49_220890	-264.5	103.1
TGME49_220900	-5.7	537.48
TGME49_220910	-2.5	45.83
TGME49_220920	-1.7	8.03
TGME49_220930	-3.4	151.09
TGME49_220940	-1.3	28.2
TGME49_220950	-36.9	211.32
TGME49_221160	2.8	15.08
TGME49_221170	1.4	120.15
TGME49_221180	-14.2	169.79
TGME49_221190	1.3	23.12
TGME49_221200	-1.3	22.13
TGME49_221210	1	2289.87
TGME49_221220	-1.1	7.15
TGME49_221230	-2	79.7
TGME49_221240	1	0
TGME49_221250	-4.1	66.51
TGME49_221260	2	41.01
TGME49_221265	74.1	0.09
TGME49_221270	-7	70.65
TGME49_221275	1	0.14
TGME49_221280	-1.6	14.03
TGME49_221295	-11.8	84.01
TGME49_221310	2.5	32.48
TGME49_221320	-1.4	59.44
TGME49_221330	-3.2	43.15
TGME49_221340	1.5	12.94
TGME49_221350	1.1	49.83
TGME49_221360	-2.1	45.74
TGME49_221370	-4.9	16.47
TGME49_221380	1.6	954.62
TGME49_221390	-2.6	51.74
TGME49_221400	-21.7	69.4
TGME49_221410	-4.5	49.86
TGME49_221415	1	0.25
TGME49_221420	22	0.4
TGME49_221430	-1.1	7.85
TGME49_221440	-1.2	10.92
TGME49_221450	-1.2	24.93
TGME49_221455	1	0.12
TGME49_221460	-1.8	93.72
TGME49_221470	-12.9	393.26
TGME49_221480	-10.9	169.32
TGME49_221490	1.9	51.11
TGME49_221500	1	25.62
TGME49_221510	1.3	453.86
TGME49_221530	-6.1	84.44
TGME49_221540	-1.8	22.52
TGME49_221550	1.7	20.18
TGME49_221560	30.8	0.05
TGME49_221570	1.2	34.13
TGME49_221580	-2.2	41.42
TGME49_221585	-1.7	0.52
TGME49_221590	-203.4	460.96
TGME49_221600	1.1	23.78
TGME49_221610	-2.7	52.72
TGME49_221620	1	747.81
TGME49_221630	-1.6	15.32
TGME49_221640	-1.6	33.06
TGME49_221660	1.4	21.42
TGME49_221665	88.1	0.4
TGME49_221670	-1.3	100.83
TGME49_221675	-5.5	74.77
TGME49_221685	6	0.67
TGME49_221690	-2.1	23.08
TGME49_221700	-2.4	88.69
TGME49_221710	-1.1	19.05
TGME49_221720	-1.4	16.2
TGME49_221818	1.2	14.07
TGME49_221830	7.9	1.18
TGME49_221840	-272	64.06
TGME49_221850	1.2	39.24
TGME49_221855	-1.1	0.48
TGME49_221860	-1.1	1.55
TGME49_221865	-4.7	6.74
TGME49_221870	-1.3	51.03
TGME49_221900	-1.2	56.81
TGME49_221910	-2.1	104.85
TGME49_221910	-2.1	104.85
TGME49_221922	-1.6	52.59
TGME49_221930	26.8	0
TGME49_221940	-1.2	22.22
TGME49_221950	1.2	78.08
TGME49_221970	1.9	44.76
TGME49_221980	-1.2	21.67
TGME49_221990	-8.1	78.86
TGME49_222000	2	32.91
TGME49_222010	-1.1	29.52
TGME49_222020	1.1	61.55
TGME49_222030	-1.1	20.39
TGME49_222040	1.1	60.39
TGME49_222050	-1.1	27.69
TGME49_222060	-2	24.53
TGME49_222070	1.4	6.47
TGME49_222075	-1.3	1.89
TGME49_222080	678.3	0.16
TGME49_222090	1.1	144
TGME49_222100	-7.5	86.12
TGME49_222110	1.4	76.42
TGME49_222120	-1.4	15.65
TGME49_222130	-1.6	81.07
TGME49_222140	-1.5	21.51
TGME49_222155	-1.7	6.61
TGME49_222160	1.6	238.79
TGME49_222170	2.5	296.62
TGME49_222180	1.4	41.08
TGME49_222188	157.9	0.82
TGME49_222192	1.4	25.2
TGME49_222200	-1.2	23.46
TGME49_222210	1.2	52.32
TGME49_222220	-1.1	1096.31
TGME49_222230	-1.6	19.93
TGME49_222240	-7.7	38.6
TGME49_222250	1.3	5.92
TGME49_222260	11.5	25.44
TGME49_222270	-2.2	104.16
TGME49_222280	-1.6	26.45
TGME49_222290	-1.7	89.44
TGME49_222300	-1.8	28.2
TGME49_222305	4.1	0.11
TGME49_222310	1	37.65
TGME49_222330	-1.4	4.76
TGME49_222340	17.7	1.64
TGME49_222350	-4.6	113.09
TGME49_222360	-2.7	84.48
TGME49_222370	-12.1	91.79
TGME49_222380	-1	88.67
TGME49_222385	18.9	0.07
TGME49_222390	1.1	28.44
TGME49_222400	1.8	91.38
TGME49_222410	-1.8	88.49
TGME49_222420	9.5	4.6
TGME49_222430	-2.3	16.15
TGME49_222660	-4.4	69.06
TGME49_222700	158.2	0.03
TGME49_222710	-3.7	94.12
TGME49_222800	1	24.27
TGME49_222840	-10.2	402.97
TGME49_222850	-2	189.58
TGME49_222860	1.6	353.17
TGME49_222870	-2.4	168.52
TGME49_222880	1	16.57
TGME49_222900	-2.7	56.88
TGME49_222910	-1.8	104.87
TGME49_222920	-1.9	144.91
TGME49_222930	2.2	16.77
TGME49_222935	1	0
TGME49_222940	-82.6	48.74
TGME49_222948	-2	195.98
TGME49_222952	-1.5	144.77
TGME49_222960	-1.1	23.97
TGME49_222970	-1.3	85.25
TGME49_222990	1.3	66.56
TGME49_223000	1.4	230.85
TGME49_223020	1.1	69.5
TGME49_223025	1	1.26
TGME49_223030	137.3	0
TGME49_223040	2.1	250.68
TGME49_223045	1	0.85
TGME49_223050	2	1096.87
TGME49_223060	-1.2	9.85
TGME49_223070	-1.3	381.79
TGME49_223080	-2.2	59.83
TGME49_223095	2.3	10.83
TGME49_223110	-4.4	488.14
TGME49_223120	203.5	0.22
TGME49_223125	1	110.7
TGME49_223130	1.1	18.1
TGME49_223140	1.2	155.83
TGME49_223150	1.8	40.42
TGME49_223270	-1.3	17.07
TGME49_223390	-1	60.94
TGME49_223400	1	0.07
TGME49_223410	1.3	387.37
TGME49_223420	-1.2	37.89
TGME49_223430	-4.5	0.62
TGME49_223440	-1.1	16.3
TGME49_223450	-3.2	20.23
TGME49_223470	1	0.02
TGME49_223480	8.3	2.36
TGME49_223485	1.1	286.54
TGME49_223490	1.5	35.81
TGME49_223500	1	21.65
TGME49_223510	-1	42.3
TGME49_223520	1.6	0.17
TGME49_223530	-4	193.59
TGME49_223540	-1	56.44
TGME49_223550	53.3	2.24
TGME49_223560	25.9	3.37
TGME49_223570	-5.6	50.54
TGME49_223580	-1.1	27.44
TGME49_223590	-2	556.71
TGME49_223600	-1.4	50.45
TGME49_223610	-2.1	23.08
TGME49_223620	-2.2	55.72
TGME49_223630	1.1	21.82
TGME49_223640	1.1	18.35
TGME49_223660	1.1	50.59
TGME49_223668	3	34.01
TGME49_223672	2.8	49.29
TGME49_223680	1.6	232.21
TGME49_223685	1.8	74.13
TGME49_223690	-1	139.59
TGME49_223700	3.4	0.05
TGME49_223710	2	52.94
TGME49_223725	3.6	0.76
TGME49_223750	-17.7	33.34
TGME49_223760	1	21.29
TGME49_223770	1	0
TGME49_223780	-4.3	35.46
TGME49_223790	-6.8	70.04
TGME49_223800	-1.1	32.77
TGME49_223810	-3.3	25.38
TGME49_223830	961.6	0.45
TGME49_223840	1.2	52.93
TGME49_223845	2.5	1.94
TGME49_223870	1.9	3.85
TGME49_223880	-6.4	26.79
TGME49_223900	-2.5	31.05
TGME49_223910	-1.6	81.49
TGME49_223915	1	0
TGME49_223920	-14.2	387.41
TGME49_223930	1.4	180.98
TGME49_223940	-2.6	1212.31
TGME49_223950	-2	43.72
TGME49_223960	-1.3	122.58
TGME49_223970	1.2	17.69
TGME49_223985	-1.1	15.87
TGME49_224000	-5.2	74.06
TGME49_224010	686.5	0.19
TGME49_224020	-2.2	149.13
TGME49_224030	-1.6	47.96
TGME49_224040	47.6	0.18
TGME49_224050	-1.6	60.46
TGME49_224060	-1.9	162.3
TGME49_224070	-1.5	18.57
TGME49_224080	33.2	0.19
TGME49_224090	-2.1	68.59
TGME49_224100	1.4	5.89
TGME49_224110	-1.5	173.43
TGME49_224130	-5.6	1878.94
TGME49_224140	-1	3.39
TGME49_224150	-1.4	11.85
TGME49_224160	-1.2	12.43
TGME49_224170	-81.3	261.48
TGME49_224180	-31.8	7.86
TGME49_224190	-1.4	44.01
TGME49_224200	1.1	15.07
TGME49_224205	1.1	131.67
TGME49_224210	-1.6	45.38
TGME49_224220	-1.1	60.73
TGME49_224230	4.5	3.79
TGME49_224235	1.3	39.74
TGME49_224240	-1.6	28.21
TGME49_224260	-2	25.54
TGME49_224270	-1.6	11.6
TGME49_224275	-1.1	1.13
TGME49_224280	-1.2	16.71
TGME49_224290	-4	111.67
TGME49_224310	-2	58.37
TGME49_224320	1.1	3.66
TGME49_224330	-1.3	83.7
TGME49_224340	-1.3	96.37
TGME49_224350	1.4	202.04
TGME49_224460	-230.3	1281.03
TGME49_224470	-175.2	26.97
TGME49_224480	-1.2	28.46
TGME49_224490	-1.1	35.16
TGME49_224510	-1.4	15.66
TGME49_224520	-18.7	344.05
TGME49_224530	-12.4	184.98
TGME49_224540	-3.1	8.26
TGME49_224560	-2.3	3.55
TGME49_224570	-3.5	69.04
TGME49_224575	1	0.92
TGME49_224580	1.5	72.38
TGME49_224590	-1.3	30.89
TGME49_224600	1.2	24.74
TGME49_224610	-1.4	32.11
TGME49_224620	-13.9	27.09
TGME49_224630	-239.8	17.82
TGME49_224650	-1.4	37.33
TGME49_224660	-1.2	28.64
TGME49_224670	1.2	11.28
TGME49_224680	86.3	0.24
