gene_id	gene_name	previous_ids	product
PF3D7_0209200	MTR3	Previous IDs: PF02_0088;PFB0415c	exosome complex component MTR3, putative
PF3D7_0209300	IspF	Previous IDs: PF02_0089;PFB0420w	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PF3D7_0209400	N/A	Previous IDs: PF02_0090;PFB0423c;PFB0425c	ARMT1-like domain-containing protein, putative
PF3D7_0209500	N/A	Previous IDs: PF02_0090;PFB0425c	conserved Plasmodium protein, unknown function
PF3D7_0209600	N/A	Previous IDs: PF02_0091;PFB0435c	transporter, putative
PF3D7_0209700	N/A	Previous IDs: PF02_0092;PFB0440c	RING zinc finger protein, putative
PF3D7_0209800	UAP56	Previous IDs: PF02_0093;PFB0445c	ATP-dependent RNA helicase UAP56
PF3D7_0209900	N/A	Previous IDs: PF02TR001;PF02TR001:ncRNA	non-coding RNA
PF3D7_0210000	Sec61-gamma	Previous IDs: PF02_0094;PFB0450w	secretory complex protein 61 gamma subunit
PF3D7_0210100	RPL37A	Previous IDs: PF02_0095;PF3D7_0210100.1;PF3D7_0210100.2;PFB0455w	60S ribosomal protein L37ae, putative
PF3D7_0210100	RPL37A	Previous IDs: PF02_0095;PF3D7_0210100.1;PF3D7_0210100.2;PFB0455w	60S ribosomal protein L37ae, putative
PF3D7_0210200	N/A	Previous IDs: PF02_0096;PFB0460c	conserved Plasmodium protein, unknown function
PF3D7_0210300	N/A	Previous IDs: PF02_0097;PFB0465c	monocarboxylate transporter, putative
PF3D7_0210400	N/A	Previous IDs: PFB0467w	50S ribosomal protein L33, putative
PF3D7_0210500	N/A	Previous IDs: PF02_0098;PFB0470w	conserved Plasmodium protein, unknown function
PF3D7_0210600	CERLI1	Previous IDs: PF02_0099;PFB0475c	protein CERLI1
PF3D7_0210700	SYN17	Previous IDs: PF02_0100;PFB0480w	syntaxin, Qa-SNARE family
PF3D7_0210800	N/A	Previous IDs: PF02_0101;PFB0485c	conserved Plasmodium protein, unknown function
PF3D7_0210900	N/A	Previous IDs: PF02_0102;PFB0490c	conserved Plasmodium protein, unknown function
PF3D7_0211000	N/A	Previous IDs: PF02TR002;PF02TR002:ncRNA	non-coding RNA
PF3D7_0211100	N/A	Previous IDs: PF02_0103;PFB0495w	conserved Plasmodium protein, unknown function
PF3D7_0211200	RAB5a	Previous IDs: PF02_0104;PFB0500c	ras-related protein Rab-5A
PF3D7_0211300	N/A	Previous IDs: PF02_0105;PFB0501c	ubiquinol-cytochrome-c reductase complex assembly factor 1, putative
PF3D7_0211400	KASIII	Previous IDs: PF02_0106;PFB0505c	beta-ketoacyl-ACP synthase III
PF3D7_0211500	N/A	Previous IDs: PF02_0107;PFB0510w	GAF domain-related protein, putative
PF3D7_0211600	ALG14	Previous IDs: PF02_0108;PFB0515w	UDP-N-acetylglucosamine transferase subunit ALG14, putative
PF3D7_0211700	TKL1	Previous IDs: PF02_0109;PFB0520w	tyrosine kinase-like protein, putative
PF3D7_0211800	AsnRS	Previous IDs: PF02_0110;PFB0525w	asparagine--tRNA ligase
PF3D7_0211900	N/A	Previous IDs: PF02_0111;PFB0530c	pseudouridine synthase, putative
PF3D7_0212000	N/A	Previous IDs: PF02_0112;PFB0535w	GDP-fructose:GMP antiporter, putative
PF3D7_0212100	N/A	Previous IDs: PF02_0113;PFB0540w	conserved Plasmodium protein, unknown function
PF3D7_0212200	N/A	Previous IDs: PF02_0114;PFB0545c	ribosomal protein L12, mitochondrial, putative
PF3D7_0212300	ERF1	Previous IDs: PF02_0115;PFB0550w	eukaryotic peptide chain release factor subunit 1, putative
PF3D7_0212400	NUP390	Previous IDs: PF02_0116;PFB0555c	nucleoporin NUP390, putative
PF3D7_0212500	NUP434	Previous IDs: PF02_0117;PFB0560w	nucleoporin NUP434, putative
PF3D7_0212600	SPATR	Previous IDs: PF02_0118;PFB0570w	secreted protein with altered thrombospondin repeat domain
PF3D7_0212700	N/A	Previous IDs: PF02_0119;PFB0575c	SRR1-like protein
PF3D7_0212800	MATE	Previous IDs: PF02_0120;PFB0580w	multidrug efflux pump, putative
PF3D7_0212900	ATEL1	Previous IDs: PF02_0121;PFB0585w	arginyl-tRNA--protein transferase
PF3D7_0213000	N/A	Previous IDs: PF02_0122;PFB0590w	conserved protein, unknown function
PF3D7_0213100	SIS1	Previous IDs: PF02_0123;PFB0595w	protein SIS1
PF3D7_0213200	N/A	Previous IDs: PF02_0124;PFB0600c	mitochondrial respiratory chain complex II subunit, putative
PF3D7_0213300	N/A	Previous IDs: PFB0601c	conserved protein, unknown function
PF3D7_0213400	PK7	Previous IDs: PF02_0125;PFB0605w	protein kinase 7
PF3D7_0213500	N/A	Previous IDs: PF02_0126;PFB0610c	tetratricopeptide repeat protein, putative
PF3D7_0213600	N/A	Previous IDs: PF02_0127;PFB0615c	conserved Plasmodium protein, unknown function
PF3D7_0213700	N/A	Previous IDs: PF02_0128;PFB0620w	conserved protein, unknown function
PF3D7_0213800	N/A	Previous IDs: PF02_0129;PFB0625w	conserved protein, unknown function
PF3D7_0213900	N/A	Previous IDs: PF02_0130;PFB0630c	RTR1 domain-containing protein, putative
PF3D7_0214000	CCT8	Previous IDs: PF02_0131;PFB0635w	T-complex protein 1 subunit theta
PF3D7_0214100	SEC31	Previous IDs: PF02_0132;PFB0640c	protein transport protein SEC31
PF3D7_0214200	mRPL13	Previous IDs: PF02_0133;PFB0645c	ribosomal protein L13, mitochondrial
PF3D7_0214300	N/A	Previous IDs: PF02_0134;PFB0650w	conserved Plasmodium protein, unknown function
PF3D7_0214400	N/A	Previous IDs: PF02_0135;PFB0655c	protein LTV1, putative
PF3D7_0214500	N/A	Previous IDs: PF02_0136;PFB0660w	conserved Plasmodium protein, unknown function
PF3D7_0214600	STK2	Previous IDs: PF02_0137;PFB0665w	serine/threonine protein kinase STK2, putative
PF3D7_0214700	N/A	Previous IDs: PF02_0138;PFB0670c	conserved Plasmodium protein, unknown function
PF3D7_0214800	N/A	Previous IDs: PF02_0139;PFB0675w	conserved Plasmodium membrane protein, unknown function
PF3D7_0214900	RON6	Previous IDs: PF02_0140;PFB0680w	rhoptry neck protein 6
PF3D7_0215000	ACS9	Previous IDs: PF02_0141;PFB0685c	acyl-CoA synthetase
PF3D7_0215100	N/A	Previous IDs: PF02_0142;PFB0687c	RING zinc finger protein, putative
PF3D7_0215200	N/A	Previous IDs: PF02_0143;PFB0690w	conserved Plasmodium protein, unknown function
PF3D7_0215300	ACS8	Previous IDs: PF02_0144;PFB0695c	acyl-CoA synthetase
PF3D7_0215400	N/A	Previous IDs: PF02_0145;PFB0700c	WD repeat-containing protein, putative
PF3D7_0215500	N/A	Previous IDs: PF02_0146;PFB0705w	conserved Plasmodium protein, unknown function
PF3D7_0215600	GET2	Previous IDs: PF02_0147;PFB0710c	Golgi to ER traffic protein 2
PF3D7_0215700	RPB2	Previous IDs: PF02_0148;PFB0715w	DNA-directed RNA polymerase II subunit RPB2, putative
PF3D7_0215800	ORC5	Previous IDs: PF02_0149;PFB0720c	origin recognition complex subunit 5
PF3D7_0215900	DHHC11	Previous IDs: PF02_0150;PFB0725c	palmitoyltransferase DHHC11, putative
PF3D7_0216000	N/A	Previous IDs: PF02_0151;PFB0730w	SNF2-like chromatin remodeling ATPase, putative
PF3D7_0216100	N/A	Previous IDs: PF02_0152;PFB0732c;PFB0735c	conserved Plasmodium protein, unknown function
PF3D7_0216200	N/A	Previous IDs: PF02_0152;PFB0735c	Alba domain-containing protein, putative
PF3D7_0216300	N/A	Previous IDs: PF02_0153;PFB0745w	conserved Plasmodium protein, unknown function
PF3D7_0216400	VPS45	Previous IDs: PF02_0154;PFB0750w	vacuolar protein sorting-associated protein 45
PF3D7_0216500	N/A	Previous IDs: PF02_0155;PFB0755w	WD repeat-containing protein, putative
PF3D7_0216600	N/A	Previous IDs: PF02_0156;PFB0760w	sugar transporter, putative
PF3D7_0216700	ATG11	Previous IDs: PF02_0157;PF3D7_0216700.1;PF3D7_0216700.2;PFB0765w	autophagy-related protein 11, putative
PF3D7_0216700	ATG11	Previous IDs: PF02_0157;PF3D7_0216700.1;PF3D7_0216700.2;PFB0765w	autophagy-related protein 11, putative
PF3D7_0216800	N/A	Previous IDs: PF02_0158;PFB0770c	TMEM121 domain-containing protein, putative
PF3D7_0216900	N/A	Previous IDs: PF02_0159;PFB0775w	conserved Plasmodium protein, unknown function
PF3D7_0217000	N/A	Previous IDs: PF02_0160;PFB0790c	conserved Plasmodium membrane protein, unknown function
PF3D7_0217100	N/A	Previous IDs: PF02_0161;PFB0795w	ATP synthase subunit alpha, mitochondrial
PF3D7_0217200	N/A	Previous IDs: PF02_0162;PFB0800c	conserved Plasmodium protein, unknown function
PF3D7_0217300	AP2S	Previous IDs: PF02_0163;PFB0805c	AP-2 complex subunit sigma, putative
PF3D7_0217400	N/A	Previous IDs: PF02_0164;PFB0810w	conserved protein, unknown function
PF3D7_0217500	CDPK1	Previous IDs: PF02_0166;PFB0815w	calcium-dependent protein kinase 1
PF3D7_0217600	N/A	Previous IDs: PF02_0167;PFB0820c	conserved Plasmodium protein, unknown function
PF3D7_0217700	N/A	Previous IDs: PF02_0168;PFB0826c	E2F-associated phosphoprotein, putative
PF3D7_0217800	RPS26	Previous IDs: PF02_0169;PFB0830w	40S ribosomal protein S26
PF3D7_0217900	N/A	Previous IDs: PF02_0170;PFB0835c	thioesterase/thiol ester dehydrase-isomerase, putative
PF3D7_0218000	RFC2	Previous IDs: PF02_0171;PFB0840w	replication factor C subunit 2, putative
PF3D7_0218100	N/A	Previous IDs: PF02_0172;PFB0845w	conserved protein, unknown function
PF3D7_0218200	N/A	Previous IDs: PF02_0173;PFB0850c;PFB0855c	SUZ domain-containing protein, putative
PF3D7_0218300	N/A	Previous IDs: PF02_0173;PFB0855c	rRNA methyltransferase, putative
PF3D7_0218400	DDX47	Previous IDs: PF02_0174;PFB0860c	ATP-dependent RNA helicase DDX47, putative
PF3D7_0218500	SNRPD2	Previous IDs: PF02_0175;PFB0865w	small nuclear ribonucleoprotein Sm D2, putative
PF3D7_0218600	PNPLA4	Previous IDs: PF02_0176;PFB0870w	patatin-like phospholipase 4
PF3D7_0218700	PRP45	Previous IDs: PF02_0177;PFB0875c	pre-mRNA-processing protein 45, putative
PF3D7_0218800	N/A	Previous IDs: PFB0876c;PFB0876c.1	ribonuclease P
PF3D7_0218900	N/A	Previous IDs: PFB0878c;PFB0878c.1	Plasmodium RNA of unknown function RUF2
PF3D7_0219000	N/A	Previous IDs: PFB0879c;PFB0879c.1	small nucleolar RNA snoR01
PF3D7_0219100	N/A	Previous IDs: PF02_0178;PFB0880w	saccharopine dehydrogenase, putative
PF3D7_0219200	RPS30	Previous IDs: PF02_0179;PFB0885w	40S ribosomal protein S30
PF3D7_0219300	N/A	Previous IDs: PF02_0180;PFB0886c	conserved Plasmodium protein, unknown function
PF3D7_0219400	N/A	Previous IDs: PF02_0181;PF3D7_0219400.1;PF3D7_0219400.2;PFB0888w	ribosome associated membrane protein RAMP4, putative
PF3D7_0219500	N/A	Previous IDs: PF02_0182;PFB0890c	pseudouridine synthase, putative
PF3D7_0219600	RFC1	Previous IDs: PF02_0183;PFB0895c	replication factor C subunit 1
PF3D7_0219700	GEXP20	Previous IDs: PF02_0184;PFB0900c	Plasmodium exported protein (PHISTc), unknown function
PF3D7_0219800	N/A	Previous IDs: PF02_0185;PFB0905c	Plasmodium exported protein (PHISTc), unknown function
PF3D7_0219900	N/A	Previous IDs: PF02_0186;PFB0910w	Plasmodium exported protein, unknown function
PF3D7_0220000	LSA3	Previous IDs: PF02_0187;PFB0915w	liver stage antigen 3
PF3D7_0220100	N/A	Previous IDs: PF02_0188;PFB0920w	DnaJ protein, putative
PF3D7_0220200	N/A	Previous IDs: PF02_0189;PFB0921c	Plasmodium exported protein, unknown function
PF3D7_0220300	N/A	Previous IDs: PF02_0190;PFB0923c	Plasmodium exported protein, unknown function
PF3D7_0220400	N/A	Previous IDs: PF02_0191;PFB0925w	DnaJ protein, putative, pseudogene
PF3D7_0220500	N/A	Previous IDs: PF02_0192;PFB0926c	Plasmodium exported protein (hyp2), unknown function
PF3D7_0220600	N/A	Previous IDs: PF02_0193;PFB0930w	Plasmodium exported protein (hyp9), unknown function
PF3D7_0220700	N/A	Previous IDs: PF02_0194;PFB0932w	Plasmodium exported protein (hyp9), unknown function
PF3D7_0220800	CLAG2	Previous IDs: PF02_0195;PFB0935w	cytoadherence linked asexual protein 2
PF3D7_0220900	N/A	Previous IDs: PF02_0196;PFB0946c	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0221000	N/A	Previous IDs: PF02_0197;PFB0950w	Plasmodium exported protein, unknown function
PF3D7_0221100	N/A	Previous IDs: PFB0951w	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0221200	N/A	Previous IDs: PF02_0198;PFB0953w	Plasmodium exported protein (hyp15), unknown function
PF3D7_0221300	N/A	Previous IDs: PFB0954c;PFB1070w	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0221400	N/A	Previous IDs: PF02_0199;PFB0955w	stevor
PF3D7_0221500	N/A	Previous IDs: PF02_0200;PFB0960c	Pfmc-2TM Maurer's cleft two transmembrane protein, pseudogene
PF3D7_0221600	N/A	Previous IDs: PF02_0201;PFB0965c	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0221650	N/A	N/A	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0221700	N/A	Previous IDs: PF02_0202;PFB0970c	Plasmodium exported protein, unknown function
PF3D7_0221800	N/A	Previous IDs: PF02_0203;PFB0972w	hypothetical protein
PF3D7_0221900	N/A	Previous IDs: PF02_0204;PF02_0205;PF02_0206;PFB0973c;PFB0974c;PFB0975c	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0222000	EPF1	Previous IDs: PF02_0208;PFB0980w	exported protein family 1
PF3D7_0222100	MC-2TM	Previous IDs: PF02_0209;PFB0985c	Pfmc-2TM Maurer's cleft two transmembrane protein
PF3D7_0222200	EPF3	Previous IDs: PF02_0210;PFB0990c	exported protein family 3
PF3D7_0222300	EPF4	Previous IDs: PF02_0211;PFB0995w	exported protein family 4, pseudogene
PF3D7_0222400	RIF	Previous IDs: PF02_0212;PFB1000w	rifin, pseudogene
PF3D7_0222500	RIF	Previous IDs: PF02_0213;PFB1005w	rifin
PF3D7_0222600	RIF	Previous IDs: PF02_0214;PFB1010w	rifin
PF3D7_0222700	RIF	Previous IDs: PF02_0215;PFB1015w	rifin
PF3D7_0222800	N/A	Previous IDs: PF02_0216;PFB1020w	stevor
PF3D7_0222900	VAR	Previous IDs: PF02_0217;PF02_0218;PF3D7_0223000;PFB1025w;PFB1030w	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0223100	RIF	Previous IDs: PF02_0219;PFB1035w	rifin
PF3D7_0223200	RIF	Previous IDs: PF02_0220;PFB1040w	rifin
PF3D7_0223300	N/A	Previous IDs: PF02_0221;PFB1045w	erythrocyte membrane protein 1 (PfEMP1), exon 2
PF3D7_0223400	RIF	Previous IDs: PF02_0222;PFB1050w	rifin
PF3D7_0223500	VAR	Previous IDs: PF02_0223;PFB1055c	erythrocyte membrane protein 1, PfEMP1
PF3D7_0300100	VAR	Previous IDs: MAL3P8.1;PFC0005w	erythrocyte membrane protein 1, PfEMP1
PF3D7_0300200	RIF	Previous IDs: MAL3P8.2;PFC0010c	rifin
PF3D7_0300300	VAR	Previous IDs: PFC0015c	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene
PF3D7_0300400	N/A	Previous IDs: MAL3P8.4;PFC0025c	stevor
PF3D7_0300500	RIF	Previous IDs: MAL3P8.5;PFC0030c	rifin
PF3D7_0300600	N/A	Previous IDs: PFC0032c	Plasmodium exported protein, unknown function, fragment
PF3D7_0300700	RIF	Previous IDs: MAL3P8.6;PFC0035w	rifin
PF3D7_0300800	RIF	Previous IDs: MAL3P8.7;PFC0040w	rifin
PF3D7_0300900	N/A	Previous IDs: MAL3P8.8;PFC0045w	stevor
PF3D7_0301000	ACS2	Previous IDs: MAL3P8.9;PFC0050c	acyl-CoA synthetase
PF3D7_0301100	N/A	Previous IDs: MAL3P8.19;PFC0055w	Plasmodium exported protein (hyp13), unknown function
PF3D7_0301200	FIKK3	Previous IDs: MAL3P8.10;PFC0060c	serine/threonine protein kinase, FIKK family
PF3D7_0301300	EH1	Previous IDs: PFC0065c	epoxide hydrolase 1
PF3D7_0301400	N/A	Previous IDs: MAL3P8.12;PFC0070c	Plasmodium exported protein, unknown function
PF3D7_0301500	N/A	Previous IDs: MAL3P8.13;PFC0075c	Plasmodium exported protein, unknown function
PF3D7_0301600	GEXP21	Previous IDs: MAL3P8.14;PFC0080c	Plasmodium exported protein (hyp1), unknown function
PF3D7_0301700	PTP7	Previous IDs: MAL3P8.15;PFC0085c	EMP1 trafficking protein PTP7
PF3D7_0301800	N/A	Previous IDs: MAL3P8.16;PFC0090w	Plasmodium exported protein, unknown function
PF3D7_0301900	N/A	Previous IDs: MAL3P8.17;PFC0095c	conserved protein, unknown function
PF3D7_0302000	PRP46	Previous IDs: MAL3P8.18;PFC0100c	pre-mRNA-splicing factor PRP46, putative
PF3D7_0302100	SRPK1	Previous IDs: MAL3P1.1;PFC0105w	serine/threonine protein kinase
PF3D7_0302200	CLAG3.2	Previous IDs: MAL3P1.2;PFC0110w	cytoadherence linked asexual protein 3.2
PF3D7_0302300	N/A	Previous IDs: MAL3P1.4;PFC0115c	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0302400	N/A	Previous IDs: PF03TR002;PF03TR002:ncRNA	non-coding RNA
PF3D7_0302500	CLAG3.1	Previous IDs: MAL3P1.5;PFC0120w	cytoadherence linked asexual protein 3.1
PF3D7_0302600	ABCB4	Previous IDs: MAL3P1.7;PFC0125w	ABC transporter B family member 4, putative
PF3D7_0302700	N/A	Previous IDs: PFC0126c	CDGSH iron-sulfur domain-containing protein, putative
PF3D7_0302800	N/A	Previous IDs: MAL3P1.8;PFC0130c	RNA-binding protein, putative
PF3D7_0302900	N/A	Previous IDs: MAL3P1.9;PFC0135c	exportin-1, putative
PF3D7_0303000	NSF	Previous IDs: MAL3P1.10;PFC0140c	N-ethylmaleimide-sensitive fusion protein
PF3D7_0303100	N/A	Previous IDs: MAL3P1.11;PFC0145c	CLP1 P-loop domain-containing protein, putative
PF3D7_0303200	N/A	Previous IDs: MAL3P1.12;PFC0150w	lipin, putative
PF3D7_0303300	RPB6	Previous IDs: MAL3P1.13;PFC0155c	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative
PF3D7_0303400	DHHC1	Previous IDs: MAL3P2.1;PFC0160w	palmitoyltransferase DHHC1
PF3D7_0303500	N/A	Previous IDs: MAL3P2.2;PFC0165w	spindle pole body protein, putative
PF3D7_0303600	Plrx	Previous IDs: PFC0166w	plasmoredoxin
PF3D7_0303700	BCKDH-E2	Previous IDs: MAL3P2.3;PFC0170c	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
PF3D7_0303800	N/A	Previous IDs: MAL3P2.4;PFC0175w	IBR domain protein, putative
PF3D7_0303900	N/A	Previous IDs: PFC0176c	phosphatidylethanolamine-binding protein, putative
PF3D7_0304000	IMC1a	Previous IDs: MAL3P2.5;PFC0180c	inner membrane complex protein 1a, putative
PF3D7_0304100	IMC1e	Previous IDs: MAL3P2.6;PFC0185w	inner membrane complex protein 1e
PF3D7_0304200	EHD	Previous IDs: MAL3P2.7;PFC0190c	EH domain-containing protein
PF3D7_0304300	N/A	Previous IDs: MAL3P2.8;PFC0195w	conserved Plasmodium protein, unknown function
PF3D7_0304400	RPL44	Previous IDs: PFC0200w	60S ribosomal protein L44
PF3D7_0304500	GLP1	Previous IDs: MAL3P2.10;PFC0205c	1-cys-glutaredoxin-like protein-1
PF3D7_0304600	CSP	Previous IDs: MAL3P2.11;PFC0210c	circumsporozoite (CS) protein
PF3D7_0304700	N/A	Previous IDs: MAL3P2.12;PFC0215c	conserved Plasmodium protein, unknown function
PF3D7_0304800	N/A	Previous IDs: MAL3P2.13;PFC0220w	conserved Plasmodium membrane protein, unknown function
PF3D7_0304900	N/A	Previous IDs: PFC0221c	conserved protein, unknown function
PF3D7_0305000	EF-Ts	Previous IDs: MAL3P2.14;PFC0225c	elongation factor Ts
PF3D7_0305100	N/A	Previous IDs: PFC0230c	conserved Plasmodium protein, unknown function
PF3D7_0305200	N/A	Previous IDs: MAL3P2.16;PFC0235w	GRIP domain-containing protein, putative
PF3D7_0305300	N/A	Previous IDs: MAL3P2.17;PFC0240c	transporter, putative
PF3D7_0305400	N/A	Previous IDs: PFC0241w	conserved protein, unknown function
PF3D7_0305500	N/A	Previous IDs: MAL3P2.18;PFC0245c	protein dopey homolog, putative
PF3D7_0305600	APE1	Previous IDs: MAL3P2.19;PFC0250c	DNA-(apurinic or apyrimidinic site) endonuclease
PF3D7_0305700	N/A	Previous IDs: MAL3P2.20;PFC0255c	ubiquitin-conjugating enzyme MMS2, putative
PF3D7_0305800	N/A	Previous IDs: MAL3P2.21;PFC0260w	P-loop containing nucleoside triphosphate hydrolase, putative
PF3D7_0305900	N/A	Previous IDs: PFC0261c	conserved Plasmodium protein, unknown function
PF3D7_0306000	QCR8	Previous IDs: MAL3P2.21c;PFC0262c	cytochrome b-c1 complex subunit 8, putative
PF3D7_0306100	N/A	Previous IDs: MAL3P2.22;PFC0265c	conserved Plasmodium protein, unknown function
PF3D7_0306200	AHA1	Previous IDs: MAL3P2.23;PFC0270w	activator of Hsp90 ATPase
PF3D7_0306300	GRX1	Previous IDs: PFC0271c	glutaredoxin 1
PF3D7_0306400	N/A	Previous IDs: MAL3P2.24;PFC0275w	FAD-dependent glycerol-3-phosphate dehydrogenase, putative
PF3D7_0306500	COX6C	Previous IDs: MAL3P2.25;PFC0280c	cytochrome c oxidase subunit 6c, putative
PF3D7_0306600	ATPTG17	Previous IDs: PFC0281w	ATP synthase-associated protein, putative
PF3D7_0306700	EMC5	Previous IDs: PFC0282w	ER membrane protein complex subunit 5, putative
PF3D7_0306800	CCT2	Previous IDs: MAL3P2.26;PFC0285c	T-complex protein 1 subunit beta
PF3D7_0306900	N/A	Previous IDs: MAL3P2.27;PFC0290w	40S ribosomal protein S23, putative
PF3D7_0307000	N/A	Previous IDs: PFC0291w;PFC0291w:snoRNA;RNAzID:2814	small nucleolar RNA snoR03
PF3D7_0307100	RPS12	Previous IDs: MAL3P2.28;PFC0295c	40S ribosomal protein S12, putative
PF3D7_0307200	N/A	Previous IDs: MAL3P2.29;PFC0300c	60S ribosomal protein L7, putative
PF3D7_0307300	EB1	Previous IDs: MAL3P2.30;PFC0305w	end-binding protein 1
PF3D7_0307400	ClpP	Previous IDs: MAL3P2.31;PFC0310c	ATP-dependent Clp protease proteolytic subunit
PF3D7_0307500	SKA2	Previous IDs: MAL3P2.32;PFC0315c	spindle and kinetochore-associated protein 2, putative
PF3D7_0307600	N/A	Previous IDs: MAL3P2.33;PFC0320w	conserved Plasmodium protein, unknown function
PF3D7_0307700	AKIT10	Previous IDs: MAL3P3.1;PFC0325c	apicomplexan kinetochore protein 10, putative
PF3D7_0307800	N/A	Previous IDs: MAL3P3.2;PFC0330w	PDZ domain-containing protein, putative
PF3D7_0307900	N/A	Previous IDs: MAL3P3.3;PFC0335c	conserved Plasmodium protein, unknown function
PF3D7_0308000	N/A	Previous IDs: MAL3P3.4;PFC0340w	DNA polymerase delta small subunit, putative
PF3D7_0308100	N/A	Previous IDs: MAL3P3.5;PFC0345w	zinc finger protein, putative
PF3D7_0308200	CCT7	Previous IDs: MAL3P3.6;PFC0350c	T-complex protein 1 subunit eta
PF3D7_0308300	PIC4	Previous IDs: MAL3P3.7;PFC0355c	PhIL1-interacting candidate PIC4
PF3D7_0308400	N/A	Previous IDs: PFC0358w;PFC0358w:snRNA	U4 spliceosomal RNA
PF3D7_0308500	N/A	Previous IDs: MAL3P3.21;PFC0360w	activator of Hsp90 ATPase, putative
PF3D7_0308600	PRPF19	Previous IDs: MAL3P3.8;PFC0365w	pre-mRNA-processing factor 19, putative
PF3D7_0308700	N/A	Previous IDs: MAL3P3.9;PFC0370w	conserved protein, unknown function
PF3D7_0308800	N/A	Previous IDs: PFC0371w	conserved protein, unknown function
PF3D7_0308900	SF3B1	Previous IDs: MAL3P3.10;PFC0375c	splicing factor 3B subunit 1, putative
PF3D7_0309000	YVH1	Previous IDs: MAL3P3.11;PFC0380w	dual specificity protein phosphatase
PF3D7_0309100	OMD	Previous IDs: PFC0381c	OMD protein, putative
PF3D7_0309200	ARK2	Previous IDs: MAL3P3.12;PFC0385c	aurora-related kinase ARK2, putative
PF3D7_0309300	N/A	Previous IDs: MAL3P3.13;PFC0390w	N2227-like protein, putative
PF3D7_0309400	N/A	Previous IDs: PFC0392c;PFC0392c:ncRNA;RNAzID:2846	small nucleolar RNA Me18S-Um1356
PF3D7_0309500	AS	Previous IDs: MAL3P3.14;PFC0395w	asparagine synthetase [glutamine-hydrolyzing], putative
PF3D7_0309600	PfP2	Previous IDs: MAL3P3.19;PFC0400w	60S acidic ribosomal protein P2
PF3D7_0309700	SBP2	Previous IDs: MAL3P3.15;PFC0405c	SECIS-binding protein 2, putative
PF3D7_0309800	YTH2	Previous IDs: MAL3P3.20;PFC0410w	YTH domain-containing protein 2
PF3D7_0309900	N/A	Previous IDs: MAL3P3.16;PFC0415c	conserved Plasmodium protein, unknown function
PF3D7_0310000	N/A	Previous IDs: PFC0416w	50S ribosomal protein L9, apicoplast, putative
PF3D7_0310100	CDPK3	Previous IDs: MAL3P3.17;PFC0420w	calcium-dependent protein kinase 3
PF3D7_0310200	N/A	Previous IDs: MAL3P3.18;PFC0425w	phd finger protein, putative
